YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7503492822271491
2023,PSG,0.763737655071055
2024,PSG,0.7818936219420458
2025,PSG,0.8013522556555167
2026,PSG,0.7360641141729793
2027,PSG,1.1056512061571209
2028,PSG,1.0017971227658684
2029,PSG,0.9093429687240686
2030,PSG,0.8025933610471394
2031,PSG,0.6938833520307461
2032,PSG,0.6578546820577681
2033,PSG,0.6292951618443935
2034,PSG,0.8551399594058635
2035,PSG,0.8283076505847963
2036,PSG,0.795901784786101
2037,PSG,0.7274485647623774
2038,PSG,0.5863074407697788
2039,PSG,0.3618249214682817
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.8984691697140224
2027,FRT,1.9292931802373157
2028,FRT,1.9639900623829478
2029,FRT,1.9991309871136447
2030,FRT,2.036889186568539
2031,FRT,2.0762421731552827
2032,FRT,2.11932090848164
2033,FRT,2.12447913795703
2034,FRT,2.2020978691260433
2035,FRT,2.2386923494152047
2036,FRT,2.2760982152139007
2037,FRT,2.3275514352376216
2038,FRT,2.3832700030881147
2039,FRT,2.439371752021924
2040,FRT,2.414319710072297
2041,FRT,2.4032725070271526
2042,FRT,2.394471497298136
2043,FRT,2.385274092273599
2044,FRT,2.3805020676714315
2045,FRT,2.375040443262113
2046,FRT,2.1724618249670145
2047,FRT,2.130169787406202
2048,FRT,2.121223402536816
2049,FRT,2.0807003775517496
2050,FRT,2.045402001674448
2051,FRT,2.006900825826639
2052,FRT,1.7368901672838315
2053,FRT,1.4605044001005636
2054,FRT,1.1821106547559972
2055,FRT,0.9829909511993384
2040,PSG,0.1337123139344262
2041,PSG,0.1368512060655737
2042,PSG,0.1402696421311475
2043,PSG,0.1439481147540983
2044,PSG,0.1478992314754098
2045,PSG,0.1521140668852459
2046,PSG,0.1565580424590163
2047,PSG,0.1612527147540983
2048,PSG,0.1661620062295081
2049,PSG,0.1712757416393442
2050,PSG,0.176609264262295
2051,PSG,0.1819437422950819
2052,PSG,0.1875353036065574
2053,PSG,0.1933683147540983
2054,PSG,0.1994323534426229
2055,PSG,0.2057361049180328
