YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417461998
2022,PSG,0.7399633293656448
2023,PSG,0.7533517022095506
2024,PSG,0.7715076690805416
2025,PSG,0.7909663027940124
2026,PSG,0.7867939953100495
2027,PSG,0.7849427138987882
2028,PSG,0.7792230182466148
2029,PSG,0.7752902791161793
2030,PSG,0.7743358008553103
2031,PSG,0.7755552356379188
2032,PSG,0.7973673660727013
2033,PSG,0.821762105203136
2034,PSG,0.816635105203136
2035,PSG,0.811508105203136
2036,PSG,0.806381105203136
2037,PSG,0.7345432791161794
2038,PSG,0.6585054095509619
2039,PSG,0.5861526125160368
2040,PSG,0.5126830568353526
2041,PSG,0.458479032188168
2042,PSG,0.4022709021240196
2043,PSG,0.34408776826799653
2044,PSG,0.284278371332858
2045,PSG,0.2216561309052028
2046,PSG,0.1570122659586597
2047,PSG,0.1347462699501066
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.9145130285040453
2027,FRT,1.9632106036125967
2028,FRT,2.0146034481575943
2029,FRT,2.0683826133223646
2030,FRT,2.1236401777887473
2031,FRT,2.182551766662096
2032,FRT,2.2044083297820087
2033,FRT,2.2242378947968633
2034,FRT,2.241364894796864
2035,FRT,2.255491894796864
2036,FRT,2.265618894796865
2037,FRT,2.3204567208838203
2038,FRT,2.377494590449036
2039,FRT,2.425847387483962
2040,FRT,2.4713169431646476
2041,FRT,2.493520967811832
2042,FRT,2.5127290978759786
2043,FRT,2.5279122317320035
2044,FRT,2.540721628667143
2045,FRT,2.459925786869404
2046,FRT,2.2408866824405
2047,FRT,2.220562603765032
2048,FRT,2.202274736527955
2049,FRT,2.1866863631946214
2050,FRT,2.132775469180328
2051,FRT,2.151539205245903
2052,FRT,2.141101223278689
2053,FRT,2.1304665662295075
2054,FRT,2.117643639016394
2055,FRT,2.1056290796721315
2048,PSG,0.1052245308196721
2049,PSG,0.1052245308196721
2050,PSG,0.105224530819672
2051,PSG,0.1104607947540983
2052,PSG,0.1158987767213114
2053,PSG,0.1215334337704917
2054,PSG,0.1273563609836065
2055,PSG,0.1333709203278687
