YEAR,TECHNOLOGY:Type,VALUE
2021,GAS,2332.4988
2022,GAS,2099.255
2023,GAS,1866.001
2024,GAS,1632.7469999999998
2025,GAS,1399.503
2026,GAS,1166.249
2027,GAS,933.0009999999999
2028,GAS,699.751
2029,GAS,466.5
2030,GAS,233.25
2021,DSLBDL,359.164
2022,DSLBDL,323.247
2023,DSLBDL,358.2418695652173
2024,DSLBDL,398.00265217391296
2025,DSLBDL,399.05287888936897
2026,DSLBDL,363.136878889369
2027,DSLBDL,327.220878889369
2028,DSLBDL,291.303878889369
2029,DSLBDL,255.38787888936895
2030,DSLBDL,219.47087888936895
2031,DSLBDL,183.55487888936895
2032,DSLBDL,183.55487888936895
2033,DSLBDL,183.55487888936895
2034,DSLBDL,183.55487888936895
2035,DSLBDL,183.55487888936895
2036,DSLBDL,183.55487888936895
2037,DSLBDL,183.55487888936895
2038,DSLBDL,112.64400932415168
2039,DSLBDL,36.96622671545595
2022,ELC,289.94493723048544
2023,ELC,651.1506082337525
2024,ELC,1016.9315294862107
2025,ELC,1432.741744892727
2026,ELC,1770.4406743805334
2027,ELC,2105.5510116828914
2028,ELC,2457.0385273687666
2029,ELC,2824.8477662230716
2030,ELC,3219.827958740876
2031,ELC,3615.124221026502
2032,ELC,3769.745223288701
2033,ELC,3933.670621524784
2034,ELC,4175.659282701158
2035,ELC,4379.6281370107845
2036,ELC,4600.859249551406
2037,ELC,4765.021951657763
2038,ELC,4992.7477303017895
2039,ELC,5316.018432929895
2040,ELC,5616.1344301202425
2041,ELC,5904.512921379264
2042,ELC,6204.24022965711
2043,ELC,6525.048274006153
2044,ELC,6865.222582602949
2045,ELC,7233.766368249203
2046,ELC,7619.269326722176
2047,ELC,8029.376737422878
2048,ELC,8463.691092971952
2049,ELC,8929.396401285505
2050,ELC,9418.218263202707
2051,ELC,9951.819853787596
2052,ELC,10517.237651708827
2053,ELC,11116.340283892496
2054,ELC,11748.566170917638
2055,ELC,12418.437951861497
2021,JET,0.01
2022,JET,0.010517213114754
2023,JET,0.0110344262295081
2024,JET,0.0115518032786885
2025,JET,0.0120690163934426
2026,JET,0.0115690163934426
2027,JET,0.0110690163934426
2028,JET,0.0105690163934426
2029,JET,0.0100690163934426
2030,JET,0.0095690163934426
2031,JET,0.0090690163934426
2032,JET,0.0085690163934426
2033,JET,0.0080690163934426
2034,JET,0.0075690163934426
2035,JET,0.0070690163934426
2036,JET,0.0065690163934426
2037,JET,0.0060690163934426
2038,JET,0.0055690163934426
2039,JET,0.0050690163934426
2040,JET,0.0040690163934426
2041,JET,0.0040690163934426
2042,JET,0.0040690163934426
2043,JET,0.0040690163934426
2044,JET,0.0040690163934426
2045,JET,0.0040690163934426
2046,JET,0.0040690163934426
2047,JET,0.0040690163934426
2048,JET,0.0040690163934426
2049,JET,0.0040690163934426
2050,JET,0.0040690163934426
2051,JET,0.0040690163934426
2052,JET,0.0040690163934426
2053,JET,0.0040690163934426
2054,JET,0.0030518032786885
2055,JET,0.0020345901639344
2026,H2,0.0007937704918032
2027,H2,0.0015959016393442
2028,H2,0.0024063934426229
2029,H2,0.0032263934426229
2030,H2,0.0040562295081967
2031,H2,0.004895737704918
2032,H2,0.0057459016393442
2033,H2,0.0066059016393442
2034,H2,0.0074763934426229
2035,H2,0.0083573770491803
2036,H2,0.0092485245901639
2037,H2,0.0101496721311475
2038,H2,0.0110603278688524
2039,H2,0.0119809836065573
2040,H2,0.0134108196721311
2041,H2,0.0138498360655737
2042,H2,0.0142975409836065
2043,H2,0.014753606557377
2044,H2,0.0152175409836065
2045,H2,0.0156896721311475
2046,H2,0.0161690163934426
2047,H2,0.0166555737704918
2048,H2,0.0171485245901639
2049,H2,0.0176480327868852
2050,H2,0.0222224590163934
2051,H2,0.0227403278688524
2052,H2,0.023273606557377
2053,H2,0.0238219672131147
2054,H2,0.0243852459016393
2055,H2,0.0249637704918032
