YEAR,TECHNOLOGY:Type,VALUE
2021,COA,36.186827734080005
2022,COA,36.186827734080005
2023,COA,36.18682773408001
2024,COA,36.18822829073473
2025,COA,70.66233549991031
2026,COA,70.66233549991033
2027,COA,70.66233549991034
2028,COA,70.66233549991034
2029,COA,70.66233549991033
2030,COA,70.66233549991034
2031,COA,70.66233549991034
2032,COA,70.66233549991034
2033,COA,70.66233549991031
2034,COA,70.66233549991034
2035,COA,70.66233549991034
2036,COA,70.66233549991034
2037,COA,70.66233549991034
2038,COA,70.66233549991034
2039,COA,69.39550776583035
2040,COA,66.67950776583038
2041,COA,63.967507765830334
2042,COA,61.251507765830326
2043,COA,58.539507765830336
2044,COA,55.82350776583034
2045,COA,53.111507765830346
2021,BIO,2.2958208000000004
2022,BIO,2.2958208
2023,BIO,2.2958208
2024,BIO,2.2958208
2025,BIO,2.2958208
2026,BIO,2.2958208
2027,BIO,2.2958208
2028,BIO,2.2958208
2029,BIO,2.2958208
2030,BIO,2.2958208
2031,BIO,2.2958208
2032,BIO,2.2958208
2033,BIO,2.2958208
2034,BIO,2.2958208
2035,BIO,2.2958208000000004
2036,BIO,2.2958208
2037,BIO,2.2958208
2038,BIO,2.2958208
2039,BIO,1.9883448000000001
2040,BIO,1.9883448
2046,COA,34.47550776583034
2047,COA,32.38709677419355
2048,COA,30.298685782556753
2049,COA,28.205495818399047
2050,COA,26.117084826762245
2051,COA,26.117084826762238
2052,COA,26.117084826762245
2053,COA,26.117084826762238
2054,COA,26.117084826762245
2055,COA,6.164874551971325
2021,SOL,0.3049016532479999
2022,SOL,0.30490165324799995
2023,SOL,0.397560570768
2024,SOL,0.3975605707679999
2025,SOL,2.416666032994595
2026,SOL,2.416666032994595
2027,SOL,3.301656647425151
2028,SOL,3.985638277650776
2029,SOL,9.99696779381765
2030,SOL,31.340898411417633
2031,SOL,52.684829029017635
2032,SOL,70.08343194266884
2033,SOL,76.26991268475405
2034,SOL,81.31142793915407
2035,SOL,82.68899632948
2036,SOL,82.68899632947999
2037,SOL,82.66283381159202
2038,SOL,82.51457954356002
2039,SOL,82.51457954356
2021,HYD,83.31224684492958
2022,HYD,111.32979954374616
2023,HYD,117.27579790257911
2024,HYD,106.03979500500034
2025,HYD,118.96941538882118
2026,HYD,123.6655127986132
2027,HYD,123.6655127986132
2028,HYD,123.6655127986132
2029,HYD,134.25428058403142
2030,HYD,134.25428058403142
2031,HYD,136.03753545334598
2032,HYD,137.82079032266054
2033,HYD,139.6040451919751
2034,HYD,141.38730006128966
2035,HYD,143.17055493060423
2036,HYD,149.50389334489668
2037,HYD,155.83723175918917
2038,HYD,163.00752572379207
2039,HYD,170.17781968839498
2040,HYD,177.34811365299782
2041,HYD,182.64492967816744
2042,HYD,188.02841043034027
2043,HYD,193.41189118251302
2044,HYD,198.79537193468585
2045,HYD,204.17885268685862
2046,HYD,209.55378629232868
2047,HYD,214.93726704450145
2048,HYD,219.4844972462583
2049,HYD,224.03172744801506
2050,HYD,228.57895764977187
2051,HYD,233.12618785152864
2052,HYD,237.67341805328545
2053,HYD,242.22064825504228
2054,HYD,246.76787845679908
2055,HYD,251.27586631976547
2041,BIO,1.5783768
2042,BIO,1.5783768
2043,BIO,1.5783768
2044,BIO,1.5783768
2040,SOL,82.38409467623201
2041,SOL,82.39122249387117
2042,SOL,82.39122249387118
2043,SOL,82.39122249387115
2044,SOL,82.39122249387118
2045,SOL,82.39122249387118
2046,SOL,82.39122249387118
2047,SOL,82.39122249387114
2048,SOL,82.39122249387115
2049,SOL,82.39122249387117
2050,SOL,82.38149748867653
2051,SOL,82.3814974886765
2052,SOL,82.38149748867653
2053,SOL,82.38149748867652
2054,SOL,82.3814974886765
2055,SOL,82.3814974886765
2041,WND,3.7843199999999992
2042,WND,7.56864
2043,WND,11.35296
2044,WND,15.137279999999995
2045,WND,19.523348061612754
2046,WND,23.75463077802741
2047,WND,28.39976447652918
2048,WND,33.97111723622679
2049,WND,40.64098123622679
2050,WND,47.31084523622679
2051,WND,53.980709236226815
2052,WND,58.03128576
2053,WND,61.81560576
2054,WND,65.59992576
2055,WND,65.59992576
