YEAR,CostType,VALUE
2046,CAP,6435.937394140079
2047,CAP,4190.177517462649
2048,CAP,4431.687018740118
2049,CAP,4695.990128441293
2050,CAP,4974.8305884860265
2051,CAP,5339.985192578257
2052,CAP,8992.017124766835
2053,CAP,9671.770465725354
2054,CAP,10517.591742790628
2055,CAP,11026.799621680375
2022,CAP,3966.787024282046
2023,CAP,3708.260801911531
2024,CAP,3863.8427366068227
2025,CAP,3916.9721714596494
2026,CAP,2600.760505172872
2027,CAP,2818.283778579486
2028,CAP,2956.5149901862237
2029,CAP,2859.5462478207664
2030,CAP,3119.361623865332
2031,CAP,3201.278738422319
2032,CAP,935.6836490994615
2033,CAP,1169.2809590759955
2034,CAP,1277.3192584582832
2035,CAP,1398.307726820665
2036,CAP,1384.1377616361715
2037,CAP,4536.480153797685
2038,CAP,4937.796939187026
2039,CAP,5749.662457623516
2040,CAP,5971.2922713863145
2041,CAP,4808.950167599362
2042,CAP,5011.631635606129
2043,CAP,5201.069259201089
2044,CAP,5381.5997262367855
2045,CAP,5638.124835626097
2021,CAP,9.273558974358505
2046,FIX,1168.4067031687473
2047,FIX,1203.1597388690093
2048,FIX,1238.9208330354745
2049,FIX,1268.369706217515
2050,FIX,1305.8882456445276
2051,FIX,1349.6084868863966
2052,FIX,1367.0274088372228
2053,FIX,1384.524477571802
2054,FIX,1443.5695621716523
2055,FIX,1507.554613347211
2021,FIX,756.6302112820513
2022,FIX,765.8937274263083
2023,FIX,763.9727111753002
2024,FIX,803.7874975333599
2025,FIX,838.1121688554235
2026,FIX,842.4938419807868
2027,FIX,848.9340311669221
2028,FIX,854.7413101013187
2029,FIX,861.4148370700176
2030,FIX,871.2406230902837
2031,FIX,883.1065936086085
2032,FIX,901.3842588476091
2033,FIX,924.7308037217731
2034,FIX,950.6913630630555
2035,FIX,979.5771828978843
2036,FIX,1011.2121156127132
2037,FIX,1041.8729032724348
2038,FIX,1075.9982333465994
2039,FIX,1074.7487392553553
2040,FIX,1070.3815519793393
2041,FIX,1083.1022593202176
2042,FIX,1096.7880767099396
2043,FIX,1114.491924077656
2044,FIX,1132.802755623521
2045,FIX,1153.0957743350323
