YEAR,CostType,VALUE
2041,CAP,5722.568979353414
2042,CAP,5719.913180065476
2043,CAP,5690.850081384491
2044,CAP,5645.835806043581
2045,CAP,5654.249917508461
2046,CAP,5596.823899958059
2047,CAP,3653.755737320662
2048,CAP,3681.9463142645986
2049,CAP,3710.8585395961354
2050,CAP,3737.9859917922386
2051,CAP,3952.8982234755954
2052,CAP,6398.763746735739
2053,CAP,6820.014088676263
2054,CAP,7474.602498157824
2055,CAP,7784.96458988761
2037,CAP,5618.264629038369
2038,CAP,5874.546671948659
2039,CAP,5917.628772635826
2040,CAP,6002.281330674325
2022,CAP,3966.7450102820444
2023,CAP,3708.2367939115325
2024,CAP,3863.8427366068217
2025,CAP,4019.1601388159684
2026,CAP,3081.152075109266
2027,CAP,3288.349452591144
2028,CAP,3350.9334592938853
2029,CAP,3241.5166456082598
2030,CAP,3491.9096950231474
2031,CAP,3561.8500914090314
2032,CAP,1323.9013986628227
2033,CAP,1713.5216936660386
2034,CAP,1801.9555425530518
2035,CAP,1900.9130706936212
2036,CAP,1853.0615050119507
2021,CAP,9.27355897435918
2041,FIX,980.1784783203541
2042,FIX,963.3504387821174
2043,FIX,944.0497878159612
2044,FIX,920.8951044409421
2045,FIX,895.5200298350172
2046,FIX,866.9241506357941
2047,FIX,866.5825648570639
2048,FIX,838.0845610919222
2049,FIX,835.4587855338077
2050,FIX,842.1535768000451
2051,FIX,869.3982048611637
2052,FIX,888.329179664841
2053,FIX,909.1490574085456
2054,FIX,931.8594962964381
2055,FIX,957.5689738174798
2037,FIX,1038.7414572319321
2038,FIX,1026.3894127893188
2039,FIX,1011.2006871305452
2040,FIX,994.5937921183388
2021,FIX,756.6302112820513
2022,FIX,765.8933074263083
2023,FIX,763.9716311753002
2024,FIX,803.7858775333599
2025,FIX,834.1434570712946
2026,FIX,845.7674859471188
2027,FIX,859.1079813401377
2028,FIX,874.0966979811561
2029,FIX,889.724868242101
2030,FIX,908.350754144509
2031,FIX,928.7574656324796
2032,FIX,955.4337918110566
2033,FIX,977.0776314586495
2034,FIX,999.7735623133606
2035,FIX,1023.6396323201845
2036,FIX,1048.3462791014242
